id,year,type,weight_lbs
3949,2021,3,32039.1
3950,2021,3,32064.0
3951,2021,4,32088.9
3952,2021,3,32113.9
3953,2021,3,32138.8
3954,2021,3,32163.7
3955,2021,3,32188.7
3956,2021,3,32213.6
3957,2021,3,32238.5
3958,2021,3,32263.5
3959,2021,3,32288.4
3960,2021,5,32313.3
3961,2021,3,32338.3
3962,2021,3,32363.2
3963,2021,3,32388.1
3964,2021,4,32413.1
3965,2021,1,32438.0
3966,2021,2,32462.9
3967,2021,2,32487.8
3968,2021,4,32512.8
3969,2021,4,32537.7
3970,2021,3,32562.6
3971,2021,4,32587.6
3972,2021,3,32612.5
3973,2021,4,32637.4
3974,2021,3,32662.4
3975,2021,3,32687.3
3976,2021,4,32712.2
3977,2021,4,32737.2
3978,2021,3,32762.1
3979,2021,4,32787.0
3980,2021,3,32812.0
3981,2021,3,32836.9
3982,2021,4,32861.8
3983,2021,3,32886.8
3984,2021,3,32911.7
3985,2021,4,32936.6
3986,2021,4,32961.5
3987,2021,3,32986.5
3988,2021,3,33011.4
3989,2021,3,33036.3
3990,2021,4,33061.3
3991,2021,3,33086.2
3992,2021,3,33111.1
3993,2021,4,33136.1
3994,2021,4,33161.0
3995,2021,3,33185.9
3996,2021,4,33210.9
3997,2021,3,33235.8
3998,2021,4,33260.7
3999,2021,3,33285.7
4000,2021,3,33310.6
4001,2021,4,33335.5
4002,2021,3,33360.5
4003,2021,4,33385.4
4004,2021,3,33410.3
4005,2021,4,33435.2
4006,2021,4,33460.2
4007,2021,3,33485.1
4008,2021,4,33510.0
4009,2021,4,33535.0
4010,2021,5,33559.9
4011,2021,3,33584.8
4012,2021,5,33609.8
4013,2021,4,33634.7
4014,2021,4,33659.6
4015,2021,5,33684.6
4016,2021,4,33709.5
4017,2021,3,33734.4
4018,2021,3,33759.4
4019,2021,4,33784.3
4020,2021,3,33809.2
4021,2021,3,33834.2
4022,2021,5,33859.1
4023,2021,3,33884.0
4024,2021,4,33908.9
4025,2021,4,33933.9
4026,2021,3,33958.8
4027,2021,5,33983.7
4028,2021,3,34008.7
4029,2021,3,34033.6
4030,2021,4,34058.5
4031,2021,4,34083.5
4032,2021,4,34108.4
4033,2021,3,34133.3
4034,2021,5,34158.3
4035,2021,3,34183.2
4036,2021,3,34208.1
4037,2021,3,34233.1
4038,2021,4,34258.0
4039,2021,4,34282.9
4040,2021,4,34307.9
4041,2021,3,34332.8
4042,2021,4,34357.7
4043,2021,3,34382.6
4044,2021,3,34407.6
4045,2021,5,34432.5
4046,2021,4,34457.4
4047,2021,4,34482.4
4048,2021,3,34507.3
4049,2021,3,34532.2
4050,2021,4,34557.2
4051,2021,4,34582.1
4052,2021,3,34607.0
4053,2021,3,34632.0
4054,2021,3,34656.9
4055,2021,3,34681.8
4056,2021,3,34706.8
4057,2021,3,34731.7
4058,2021,4,34756.6
4059,2021,3,34781.6
4060,2021,4,34806.5
4061,2021,4,34831.4
4062,2021,3,34856.3
4063,2021,3,34881.3
4064,2021,4,34906.2
4065,2021,3,34931.1
4066,2021,3,34956.1
4067,2021,3,34981.0
4068,2021,3,35005.9
4069,2021,4,35030.9
4070,2021,4,35055.8
4071,2021,3,35080.7
4072,2021,4,35105.7
4073,2021,4,35130.6
4074,2021,3,35155.5
4075,2021,3,35180.5
4076,2021,3,35205.4
4077,2021,3,35230.3
4078,2021,4,35255.3
4079,2021,3,35280.2
4080,2021,4,35305.1
4081,2021,3,35330.0
4082,2021,4,35355.0
4083,2021,3,35379.9
4084,2021,4,35404.8
4085,2021,4,35429.8
4086,2021,3,35454.7
4087,2021,3,35479.6
4088,2021,3,35504.6
4089,2021,4,35529.5
4090,2021,3,35554.4
4091,2021,3,35579.4
4092,2021,4,35604.3
4093,2021,4,35629.2
4094,2021,3,35654.2
4095,2021,5,35679.1
4096,2021,3,35704.0
4097,2021,3,35729.0
4098,2021,4,35753.9
4099,2021,3,35778.8
4100,2021,4,35803.7
4101,2021,3,35828.7
4102,2021,4,35853.6
4103,2021,3,35878.5
4104,2021,3,35903.5
4105,2021,3,35928.4
4106,2021,3,35953.3
4107,2021,4,35978.3
4108,2021,3,36003.2
4109,2021,4,36028.1
4110,2021,3,36053.1
4111,2021,4,36078.0
4112,2021,3,36102.9
4113,2021,4,36127.9
4114,2021,4,36152.8
4115,2021,3,36177.7
4116,2021,3,36202.7
4117,2021,5,36227.6
4118,2021,3,36252.5
4119,2021,3,36277.4
4120,2021,4,36302.4
4121,2021,3,36327.3
4122,2021,3,36352.2
4123,2021,4,36377.2
4124,2021,4,36402.1
4125,2021,4,36427.0
4126,2021,5,36452.0
4127,2021,2,36476.9
4128,2021,4,36501.8
4129,2021,3,36526.8
4130,2021,3,36551.7
4131,2021,5,36576.6
4132,2021,4,36601.6
4133,2021,3,36626.5
4134,2021,4,36651.4
4135,2021,4,36676.4
4136,2021,3,36701.3
4137,2021,3,36726.2
4138,2021,3,36751.1
4139,2021,3,36776.1
4140,2021,4,36801.0
4141,2021,3,36825.9
4142,2021,4,36850.9
4143,2021,4,36875.8
4144,2021,3,36900.7
4145,2021,3,36925.7
4146,2021,4,36950.6
4147,2021,4,36975.5
4148,2021,3,37000.5
4149,2021,3,37025.4
4150,2021,3,37050.3
4151,2021,4,37075.3
4152,2021,4,37100.2
4153,2021,3,37125.1
4154,2021,3,37150.1
4155,2021,4,37175.0
4156,2021,4,37199.9
4157,2021,4,37224.8
4158,2021,3,37249.8
4159,2021,2,37274.7
4160,2021,4,37299.6
4161,2021,4,37324.6
4162,2021,3,37349.5
4163,2021,3,37374.4
4164,2021,4,37399.4
4165,2021,3,37424.3
4166,2021,4,37449.2
4167,2021,4,37474.2
4168,2021,4,37499.1
4169,2021,3,37524.0
4170,2021,3,37549.0
4171,2021,4,37573.9
4172,2021,4,37598.8
4173,2021,2,37623.8
4174,2021,3,37648.7
4175,2021,4,37673.6
4176,2021,4,37698.5
4177,2021,3,37723.5
4178,2021,4,37748.4
4179,2021,4,37773.3
4180,2021,4,37798.3
4181,2021,4,37823.2
4182,2021,4,37848.1
4183,2021,4,37873.1
4184,2021,4,37898.0
4185,2021,3,37922.9
4186,2021,5,37947.9
4187,2021,3,37972.8
4188,2021,4,37997.7
4189,2021,3,38022.7
4190,2021,3,38047.6
4191,2021,3,38072.5
4192,2021,4,38097.5
4193,2021,4,38122.4
4194,2021,3,38147.3
4195,2021,3,38172.2
4196,2021,4,38197.2
4197,2021,4,38222.1
4198,2021,4,38247.0
4199,2021,3,38272.0
4200,2021,3,38296.9
4201,2021,4,38321.8
4202,2021,4,38346.8
4203,2021,3,38371.7
4204,2021,4,38396.6
4205,2021,4,38421.6
4206,2021,3,38446.5
4207,2021,3,38471.4
4208,2021,4,38496.4
4209,2021,4,38521.3
4210,2021,4,38546.2
4211,2021,3,38571.2
4212,2021,4,38596.1
4213,2021,3,38621.0
4214,2021,3,38645.9
4215,2021,5,38670.9
4216,2021,3,38695.8
4217,2021,3,38720.7
4218,2021,3,38745.7
4219,2021,4,38770.6
4220,2021,3,38795.5
4221,2021,3,38820.5
4222,2021,3,38845.4
4223,2021,3,38870.3
4224,2021,4,38895.3
4225,2021,3,38920.2
4226,2021,2,38945.1
4227,2021,4,38970.1
4228,2021,4,38995.0
4229,2021,4,39019.9
4230,2021,3,39044.9
4231,2021,3,39069.8
4232,2021,3,39094.7
4233,2021,3,39119.6
4234,2021,3,39144.6
4235,2021,3,39169.5
4236,2021,5,39194.4
4237,2021,3,39219.4
4238,2021,3,39244.3
4239,2021,4,39269.2
4240,2021,3,39294.2
4241,2021,4,39319.1
4242,2021,3,39344.0
4243,2021,5,39369.0
4244,2021,3,39393.9
4245,2021,3,39418.8
4246,2021,4,39443.8
4247,2021,3,39468.7
4248,2021,3,39493.6
4249,2021,5,39518.6
4250,2021,3,39543.5
4251,2021,5,39568.4
4252,2021,4,39593.3
4253,2021,3,39618.3
4254,2021,4,39643.2
4255,2021,4,39668.1
4256,2021,3,39693.1
4257,2021,5,39718.0
4258,2021,5,39742.9
4259,2021,3,39767.9
4260,2021,5,39792.8
4261,2021,3,39817.7
4262,2021,3,39842.7
4263,2021,3,39867.6
4264,2021,4,39892.5
4265,2021,2,39917.5
4266,2021,3,39942.4
4267,2021,4,39967.3
4268,2021,3,39992.3
4269,2021,4,40017.2
4270,2021,3,40042.1
4271,2021,4,40067.0
4272,2021,3,40092.0
4273,2021,4,40116.9
4274,2021,4,40141.8
4275,2021,3,40166.8
4276,2021,3,40191.7
4277,2021,3,40216.6
4278,2021,3,40241.6
4279,2021,2,40266.5
4280,2021,4,40291.4
4281,2021,4,40316.4
4282,2021,5,40341.3
4283,2021,3,40366.2
4284,2021,3,40391.2
4285,2021,3,40416.1
4286,2021,3,40441.0
4287,2021,3,40466.0
4288,2021,4,40490.9
4289,2021,4,40515.8
4290,2021,3,40540.7
4291,2021,3,40565.7
4292,2021,4,40590.6
4293,2021,3,40615.5
4294,2021,4,40640.5
4295,2021,3,40665.4
4296,2021,3,40690.3
4297,2021,4,40715.3
4298,2021,2,40740.2
4299,2021,3,40765.1
4300,2021,4,40790.1
4301,2021,4,40815.0
4302,2021,3,40839.9
4303,2021,4,40864.9
4304,2021,4,40889.8
4305,2021,3,40914.7
4306,2021,3,40939.7
4307,2021,4,40964.6
4308,2021,3,40989.5
4309,2021,4,41014.4
4310,2021,4,41039.4
4311,2021,4,41064.3
4312,2021,4,41089.2
4313,2021,3,41114.2
4314,2021,4,41139.1
4315,2021,4,41164.0
4316,2021,4,41189.0
4317,2021,3,41213.9
4318,2021,4,41238.8
4319,2021,3,41263.8
4320,2021,3,41288.7
4321,2021,4,41313.6
4322,2021,4,41338.6
4323,2021,3,41363.5
4324,2021,3,41388.4
4325,2021,5,41413.4
4326,2021,3,41438.3
4327,2021,3,41463.2
4328,2021,4,41488.1
4329,2021,3,41513.1
4330,2021,4,41538.0
4331,2021,3,41562.9
4332,2021,3,41587.9
4333,2021,3,41612.8
4334,2021,3,41637.7
4335,2021,3,41662.7
4336,2021,4,41687.6
4337,2021,3,41712.5
4338,2021,4,41737.5
4339,2021,4,41762.4
4340,2021,3,41787.3
4341,2021,3,41812.3
4342,2021,3,41837.2
4343,2021,4,41862.1
4344,2021,3,41887.1
4345,2021,4,41912.0
4346,2021,3,41936.9
4347,2021,3,41961.8
4348,2021,4,41986.8
4349,2021,3,42011.7
4350,2021,3,42036.6
4351,2021,3,42061.6
4352,2021,3,42086.5
4353,2021,3,42111.4
4354,2021,4,42136.4
4355,2021,4,42161.3
4356,2021,3,42186.2
4357,2021,3,42211.2
4358,2021,4,42236.1
4359,2021,4,42261.0
4360,2021,5,42286.0
4361,2021,3,42310.9
4362,2021,3,42335.8
4363,2021,3,42360.8
4364,2021,4,42385.7
4365,2021,4,42410.6
4366,2021,4,42435.5
4367,2021,4,42460.5
4368,2021,3,42485.4
4369,2021,3,42510.3
4370,2021,3,42535.3
4371,2021,4,42560.2
4372,2021,4,42585.1
4373,2021,3,42610.1
4374,2021,4,42635.0
4375,2021,4,42659.9
4376,2021,4,42684.9
4377,2021,4,42709.8
4378,2021,4,42734.7
4379,2021,4,42759.7
4380,2021,4,42784.6
4381,2021,4,42809.5
4382,2021,3,42834.5
4383,2021,5,42859.4
4384,2021,3,42884.3
4385,2021,5,42909.2
4386,2021,4,42934.2
4387,2021,3,42959.1
4388,2021,4,42984.0
4389,2021,4,43009.0
4390,2021,3,43033.9
4391,2021,3,43058.8
4392,2021,3,43083.8
4393,2021,3,43108.7
4394,2021,4,43133.6
4395,2021,3,43158.6
4396,2021,3,43183.5
4397,2021,5,43208.4
4398,2021,4,43233.4
4399,2021,4,43258.3
4400,2021,4,43283.2
4401,2021,4,43308.2
4402,2021,3,43333.1
4403,2021,5,43358.0
4404,2021,5,43382.9
4405,2021,4,43407.9
4406,2021,3,43432.8
4407,2021,3,43457.7
4408,2021,3,43482.7
4409,2021,3,43507.6
4410,2021,3,43532.5
4411,2021,3,43557.5
4412,2021,5,43582.4
4413,2021,3,43607.3
4414,2021,4,43632.3
4415,2021,5,43657.2
4416,2021,4,43682.1
4417,2021,3,43707.1
4418,2021,3,43732.0
4419,2021,4,43756.9
4420,2021,3,43781.9
4421,2021,4,43806.8
4422,2021,4,43831.7
4423,2021,4,43856.6
4424,2021,4,43881.6
4425,2021,3,43906.5
4426,2021,3,43931.4
4427,2021,4,43956.4
4428,2021,4,43981.3
4429,2021,3,44006.2
4430,2021,4,44031.2
4431,2021,3,44056.1
4432,2021,3,44081.0
4433,2021,3,44106.0
4434,2021,5,44130.9
4435,2021,3,44155.8
4436,2021,3,44180.8
4437,2021,3,44205.7
4438,2021,4,44230.6
4439,2021,4,44255.6
4440,2021,3,44280.5
4441,2021,4,44305.4
4442,2021,4,44330.3
4443,2021,3,44355.3
4444,2021,5,44380.2
4445,2021,3,44405.1
4446,2021,3,44430.1
4447,2021,4,44455.0
4448,2021,5,44479.9
4449,2021,4,44504.9
4450,2021,3,44529.8
4451,2021,3,44554.7
4452,2021,4,44579.7
4453,2021,3,44604.6
4454,2021,3,44629.5
4455,2021,4,44654.5
4456,2021,5,44679.4
4457,2021,5,44704.3
4458,2021,4,44729.3
4459,2021,3,44754.2
4460,2021,3,44779.1
4461,2021,3,44804.0
4462,2021,5,44829.0
4463,2021,3,44853.9
4464,2021,5,44878.8
4465,2021,3,44903.8
4466,2021,3,44928.7
4467,2021,3,44953.6
4468,2021,3,44978.6
4469,2021,4,45003.5
4470,2021,3,45028.4
4471,2021,5,45053.4
4472,2021,5,45078.3
4473,2021,4,45103.2
4474,2021,3,45128.2
4475,2021,4,45153.1
4476,2021,4,45178.0
4477,2021,5,45203.0
4478,2021,3,45227.9
4479,2021,3,45252.8
4480,2021,5,45277.7
4481,2021,4,45302.7
4482,2021,4,45327.6
4483,2021,4,45352.5
4484,2021,5,45377.5
4485,2021,4,45402.4
4486,2021,4,45427.3
4487,2021,3,45452.3
4488,2021,3,45477.2
4489,2021,3,45502.1
4490,2021,3,45527.1
4491,2021,3,45552.0
4492,2021,4,45576.9
4493,2021,4,45601.9
4494,2021,3,45626.8
4495,2021,3,45651.7
4496,2021,4,45676.7
4497,2021,4,45701.6
4498,2021,4,45726.5
4499,2021,4,45751.4
4500,2021,3,45776.4
4501,2021,3,45801.3
4502,2021,3,45826.2
4503,2021,3,45851.2
4504,2021,4,45876.1
4505,2021,4,45901.0
4506,2021,3,45926.0
4507,2021,3,45950.9
4508,2021,3,45975.8
4509,2021,4,46000.8
4510,2021,4,46025.7
4511,2021,3,46050.6
4512,2021,3,46075.6
4513,2021,4,46100.5
4514,2021,4,46125.4
4515,2021,3,46150.4
4516,2021,4,46175.3
4517,2021,3,46200.2
4518,2021,4,46225.1
4519,2021,3,46250.1
4520,2021,4,46275.0
4521,2021,4,46299.9
4522,2021,3,46324.9
4523,2021,4,46349.8
4524,2021,4,46374.7
4525,2021,4,46399.7
4526,2021,4,46424.6
4527,2021,4,46449.5
4528,2021,3,46474.5
4529,2021,3,46499.4
4530,2021,3,46524.3
4531,2021,3,46549.3
4532,2021,3,46574.2
4533,2021,3,46599.1
4534,2021,4,46624.1
4535,2021,3,46649.0
4536,2021,4,46673.9
4537,2021,3,46698.8
4538,2021,3,46723.8
4539,2021,4,46748.7
4540,2021,3,46773.6
4541,2021,3,46798.6
4542,2021,4,46823.5
4543,2021,3,46848.4
4544,2021,3,46873.4
4545,2021,4,46898.3
4546,2021,4,46923.2
4547,2021,4,46948.2
4548,2021,3,46973.1
4549,2021,3,46998.0
4550,2021,3,47023.0
4551,2021,4,47047.9
4552,2021,4,47072.8
4553,2021,4,47097.8
4554,2021,4,47122.7
4555,2021,4,47147.6
4556,2021,3,47172.5
4557,2021,2,47197.5
4558,2021,3,47222.4
4559,2021,4,47247.3
4560,2021,3,47272.3
4561,2021,4,47297.2
4562,2021,2,47322.1
4563,2021,4,47347.1
4564,2021,3,47372.0
4565,2021,4,47396.9
4566,2021,4,47421.9
4567,2021,4,47446.8
4568,2021,3,47471.7
4569,2021,4,47496.7
4570,2021,3,47521.6
4571,2021,4,47546.5
4572,2021,3,47571.5
4573,2021,3,47596.4
4574,2021,4,47621.3
4575,2021,4,47646.2
4576,2021,5,47671.2
4577,2021,3,47696.1
4578,2021,3,47721.0
4579,2021,3,47746.0
4580,2021,2,47770.9
4581,2021,5,47795.8
4582,2021,4,47820.8
4583,2021,2,47845.7
4584,2021,4,47870.6
4585,2021,3,47895.6
4586,2021,3,47920.5
4587,2021,4,47945.4
4588,2021,3,47970.4
4589,2021,4,47995.3
4590,2021,3,48020.2
4591,2021,3,48045.2
4592,2021,3,48070.1
4593,2021,5,48095.0
4594,2021,3,48119.9
4595,2021,3,48144.9
4596,2021,3,48169.8
4597,2021,5,48194.7
4598,2021,3,48219.7
4599,2021,5,48244.6
4600,2021,5,48269.5
4601,2021,3,48294.5
4602,2021,3,48319.4
4603,2021,3,48344.3
4604,2021,4,48369.3
4605,2021,3,48394.2
4606,2021,4,48419.1
4607,2021,3,48444.1
4608,2021,3,48469.0
4609,2021,4,48493.9
4610,2021,3,48518.9
4611,2021,5,48543.8
4612,2021,2,48568.7
4613,2021,4,48593.6
4614,2021,3,48618.6
4615,2021,4,48643.5
4616,2021,4,48668.4
4617,2021,3,48693.4
4618,2021,5,48718.3
4619,2021,4,48743.2
4620,2021,5,48768.2
4621,2021,4,48793.1
4622,2021,5,48818.0
4623,2021,5,48843.0
4624,2021,3,48867.9
4625,2021,5,48892.8
4626,2021,3,48917.8
4627,2021,5,48942.7
4628,2021,4,48967.6
4629,2021,3,48992.6
4630,2021,3,49017.5
4631,2021,4,49042.4
4632,2021,3,49067.3
4633,2021,2,49092.3
4634,2021,3,49117.2
4635,2021,3,49142.1
4636,2021,4,49167.1
4637,2021,3,49192.0
4638,2021,3,49216.9
4639,2021,5,49241.9
4640,2021,5,49266.8
4641,2021,3,49291.7
4642,2021,3,49316.7
4643,2021,4,49341.6
4644,2021,3,49366.5
4645,2021,3,49391.5
4646,2021,4,49416.4
4647,2021,5,49441.3
4648,2021,5,49466.3
4649,2021,3,49491.2
4650,2021,2,49516.1
4651,2021,5,49541.0
4652,2021,5,49566.0
4653,2021,4,49590.9
4654,2021,3,49615.8
4655,2021,3,49640.8
4656,2021,3,49665.7
4657,2021,3,49690.6
4658,2021,3,49715.6
4659,2021,4,49740.5
4660,2021,3,49765.4
4661,2021,3,49790.4
4662,2021,3,49815.3
4663,2021,3,49840.2
4664,2021,5,49865.2
4665,2021,5,49890.1
4666,2021,3,49915.0
4667,2021,3,49940.0
4668,2021,3,49964.9
4669,2021,3,49989.8
4670,2021,5,50014.7
4671,2021,3,50039.7
4672,2021,3,50064.6
4673,2021,5,50089.5
4674,2021,3,50114.5
4675,2021,3,50139.4
4676,2021,3,50164.3
4677,2021,3,50189.3
4678,2021,2,50214.2
4679,2021,4,50239.1
4680,2021,5,50264.1
4681,2021,5,50289.0
4682,2021,5,50313.9
4683,2021,5,50338.9
4684,2021,4,50363.8
4685,2021,3,50388.7
4686,2021,4,50413.7
4687,2021,3,50438.6
4688,2021,3,50463.5
4689,2021,3,50488.4
4690,2021,4,50513.4
4691,2021,3,50538.3
4692,2021,3,50563.2
4693,2021,3,50588.2
4694,2021,5,50613.1
4695,2021,3,50638.0
4696,2021,3,50663.0
4697,2021,3,50687.9
4698,2021,5,50712.8
4699,2021,4,50737.8
4700,2021,3,50762.7
4701,2021,3,50787.6
4702,2021,3,50812.6
4703,2021,3,50837.5
4704,2021,3,50862.4
4705,2021,3,50887.4
4706,2021,4,50912.3
4707,2021,3,50937.2
4708,2021,3,50962.1
4709,2021,4,50987.1
4710,2021,4,51012.0
4711,2021,4,51036.9
4712,2021,3,51061.9
4713,2021,4,51086.8
4714,2021,3,51111.7
4715,2021,4,51136.7
4716,2021,3,51161.6
4717,2021,3,51186.5
4718,2021,4,51211.5
4719,2021,3,51236.4
4720,2021,4,51261.3
4721,2021,4,51286.3
4722,2021,3,51311.2
4723,2021,3,51336.1
4724,2021,4,51361.1
4725,2021,4,51386.0
4726,2021,3,51410.9
4727,2021,3,51435.8
4728,2021,4,51460.8
4729,2021,3,51485.7
4730,2021,4,51510.6
4731,2021,4,51535.6
4732,2021,3,51560.5
4733,2021,4,51585.4
4734,2021,3,51610.4
4735,2021,3,51635.3
4736,2021,3,51660.2
4737,2021,2,51685.2
4738,2021,4,51710.1
4739,2021,4,51735.0
4740,2021,3,51760.0
4741,2021,3,51784.9
4742,2021,4,51809.8
4743,2021,3,51834.8
4744,2021,4,51859.7
4745,2021,4,51884.6
4746,2021,3,51909.5
4747,2021,3,51934.5
4748,2021,3,51959.4
4749,2021,4,51984.3
4750,2021,3,52009.3
4751,2021,3,52034.2
4752,2021,3,52059.1
4753,2021,4,52084.1
4754,2021,4,52109.0
4755,2021,4,52133.9
4756,2021,3,52158.9
4757,2021,3,52183.8
4758,2021,3,52208.7
4759,2021,3,52233.7
4760,2021,4,52258.6
4761,2021,3,52283.5
4762,2021,4,52308.5
4763,2021,3,52333.4
4764,2021,4,52358.3
4765,2021,4,52383.2
4766,2021,4,52408.2
4767,2021,4,52433.1
4768,2021,4,52458.0
4769,2021,4,52483.0
4770,2021,4,52507.9
4771,2021,4,52532.8
4772,2021,4,52557.8
4773,2021,4,52582.7
4774,2021,2,52607.6
4775,2021,3,52632.6
4776,2021,4,52657.5
4777,2021,4,52682.4
4778,2021,4,52707.4
4779,2021,3,52732.3
4780,2021,3,52757.2
4781,2021,3,52782.2
4782,2021,4,52807.1
4783,2021,4,52832.0
4784,2021,3,52856.9
4785,2021,4,52881.9
4786,2021,3,52906.8
4787,2021,3,52931.7
4788,2021,4,52956.7
4789,2021,4,52981.6
4790,2021,3,53006.5
4791,2021,3,53031.5
4792,2021,4,53056.4
4793,2021,3,53081.3
4794,2021,3,53106.3
4795,2021,4,53131.2
4796,2021,3,53156.1
4797,2021,4,53181.1
4798,2021,4,53206.0
4799,2021,3,53230.9
4800,2021,4,53255.9
4801,2021,3,53280.8
4802,2021,4,53305.7
4803,2021,3,53330.6
4804,2021,3,53355.6
4805,2021,4,53380.5
4806,2021,3,53405.4
4807,2021,5,53430.4
4808,2021,5,53455.3
4809,2021,3,53480.2
4810,2021,4,53505.2
4811,2021,4,53530.1
4812,2021,3,53555.0
4813,2021,3,53580.0
4814,2021,4,53604.9
4815,2021,4,53629.8
4816,2021,3,53654.8
4817,2021,3,53679.7
4818,2021,3,53704.6
4819,2021,3,53729.6
4820,2021,4,53754.5
4821,2021,4,53779.4
4822,2021,4,53804.3
4823,2021,4,53829.3
4824,2021,3,53854.2
4825,2021,3,53879.1
4826,2021,5,53904.1
4827,2021,5,53929.0
4828,2021,3,53953.9
4829,2021,4,53978.9
4830,2021,3,54003.8
4831,2021,2,54028.7
4832,2021,4,54053.7
4833,2021,4,54078.6
4834,2021,3,54103.5
4835,2021,3,54128.5
4836,2021,4,54153.4
4837,2021,4,54178.3
4838,2021,4,54203.3
4839,2021,5,54228.2
4840,2021,3,54253.1
4841,2021,5,54278.0
4842,2021,5,54303.0
4843,2021,4,54327.9
4844,2021,4,54352.8
4845,2021,3,54377.8
4846,2021,4,54402.7
4847,2021,4,54427.6
4848,2021,5,54452.6
4849,2021,3,54477.5
4850,2021,5,54502.4
4851,2021,5,54527.4
4852,2021,4,54552.3
4853,2021,3,54577.2
4854,2021,3,54602.2
4855,2021,4,54627.1
4856,2021,4,54652.0
4857,2021,4,54677.0
4858,2021,4,54701.9
4859,2021,3,54726.8
4860,2021,3,54751.7
4861,2021,3,54776.7
4862,2021,3,54801.6
4863,2021,4,54826.5
4864,2021,3,54851.5
4865,2021,4,54876.4
4866,2021,5,54901.3
4867,2021,3,54926.3
4868,2021,3,54951.2
4869,2021,3,54976.1
4870,2021,4,55001.1
4871,2021,4,55026.0
4872,2021,3,55050.9
4873,2021,5,55075.9
4874,2021,3,55100.8
4875,2021,5,55125.7
4876,2021,5,55150.7
4877,2021,4,55175.6
4878,2021,5,55200.5
4879,2021,4,55225.4
4880,2021,3,55250.4
4881,2021,3,55275.3
4882,2021,4,55300.2
4883,2021,3,55325.2
4884,2021,3,55350.1
4885,2021,3,55375.0
4886,2021,4,55400.0
4887,2021,3,55424.9
4888,2021,5,55449.8
4889,2021,4,55474.8
4890,2021,5,55499.7
4891,2021,3,55524.6
4892,2021,4,55549.6
4893,2021,4,55574.5
4894,2021,3,55599.4
4895,2021,5,55624.4
4896,2021,3,55649.3
4897,2021,5,55674.2
4898,2021,3,55699.1
4899,2021,3,55724.1
4900,2021,3,55749.0
4901,2021,3,55773.9
4902,2021,3,55798.9
4903,2021,3,55823.8
4904,2021,3,55848.7
4905,2021,3,55873.7
4906,2021,3,55898.6
4907,2021,3,55923.5
4908,2021,5,55948.5
4909,2021,3,55973.4
4910,2021,3,55998.3
4911,2021,3,56023.3
4912,2021,3,56048.2
4913,2021,3,56073.1
4914,2021,4,56098.1
4915,2021,4,56123.0
4916,2021,4,56147.9
4917,2021,3,56172.8
4918,2021,3,56197.8
4919,2021,4,56222.7
4920,2021,4,56247.6
4921,2021,3,56272.6
4922,2021,3,56297.5
4923,2021,3,56322.4
4924,2021,4,56347.4
4925,2021,4,56372.3
4926,2021,4,56397.2
4927,2021,4,56422.2
4928,2021,3,56447.1
4929,2021,3,56472.0
4930,2021,3,56497.0
4931,2021,4,56521.9
4932,2021,2,56546.8
4933,2021,4,56571.8
4934,2021,3,56596.7
4935,2021,3,56621.6
4936,2021,4,56646.5
4937,2021,3,56671.5
4938,2021,3,56696.4
4939,2021,4,56721.3
4940,2021,3,56746.3
4941,2021,3,56771.2
4942,2021,4,56796.1
4943,2021,3,56821.1
4944,2021,4,56846.0
4945,2021,3,56870.9
4946,2021,3,56895.9
4947,2021,3,56920.8
4948,2021,3,56945.7
4949,2021,4,56970.7
4950,2021,3,56995.6
4951,2021,3,57020.5
4952,2021,4,57045.5
4953,2021,3,57070.4
4954,2021,3,57095.3
4955,2021,4,57120.2
4956,2021,3,57145.2
4957,2021,4,57170.1
4958,2021,4,57195.0
4959,2021,3,57220.0
4960,2021,4,57244.9
4961,2021,3,57269.8
4962,2021,4,57294.8
4963,2021,3,57319.7
4964,2021,4,57344.6
4965,2021,3,57369.6
4966,2021,4,57394.5
4967,2021,4,57419.4
4968,2021,3,57444.4
4969,2021,4,57469.3
4970,2021,3,57494.2
4971,2021,4,57519.2
4972,2021,3,57544.1
4973,2021,3,57569.0
4974,2021,4,57593.9
4975,2021,3,57618.9
4976,2021,3,57643.8
4977,2021,3,57668.7
4978,2021,3,57693.7
4979,2021,4,57718.6
4980,2021,4,57743.5
4981,2021,3,57768.5
4982,2021,4,57793.4
4983,2021,3,57818.3
4984,2021,3,57843.3
4985,2021,3,57868.2
4986,2021,4,57893.1
4987,2021,3,57918.1
4988,2021,3,57943.0
4989,2021,3,57967.9
4990,2021,3,57992.9
4991,2021,3,58017.8
4992,2021,4,58042.7
4993,2021,4,58067.6
4994,2021,3,58092.6
4995,2021,4,58117.5
4996,2021,3,58142.4
4997,2021,4,58167.4
4998,2021,3,58192.3
4999,2021,3,58217.2
5000,2021,4,58242.2
5001,2021,4,58267.1
5002,2021,3,58292.0
5003,2021,3,58317.0
5004,2021,4,58341.9
5005,2021,4,58366.8
5006,2021,4,58391.8
5007,2021,3,58416.7
5008,2021,3,58441.6
5009,2021,4,58466.6
5010,2021,4,58491.5
5011,2021,4,58516.4
5012,2021,4,58541.3
5013,2021,3,58566.3
5014,2021,4,58591.2
5015,2021,3,58616.1
5016,2021,2,58641.1
5017,2021,4,58666.0
5018,2021,4,58690.9
5019,2021,4,58715.9
5020,2021,3,58740.8
5021,2021,4,58765.7
5022,2021,4,58790.7
5023,2021,4,58815.6
